record_id,student_id,dataset_source,sleep_hours,academic_score,gender,sleep_category,integration_method,bedtime_variability,cumulative_gpa,age,study_hours_per_day,attendance_percentage,productivity_score,distraction_hours
1089,KGL_S1541,Kaggle,5.4,67.4,Female,Poor,append,,,18,4.2,84.8,5995.0,7.199999999999999
1521,KGL_S1973,Kaggle,5.4,74.6,Male,Poor,append,,,19,4.4,76.0,6535.416666666667,7.5
1487,KGL_S1939,Kaggle,5.4,71.0,Female,Poor,append,,,18,4.7,75.2,6327.916666666667,5.1
439,CMU_30152,CMU,5.401587301666667,93.33500000000001,Female,Poor,append,0.909390278,3.389,,,,,
544,CMU_99733,CMU,5.405555555,80.554166675,Female,Poor,append,0.285439267,3.3335,,,,,
99,CMU_148,CMU,5.4104938266666665,70.0,Female,Poor,append,0.422895299,2.0,,,,,
526,CMU_89607,CMU,5.424074073333333,68.054166675,Male,Poor,append,0.486268491,3.277666667,,,,,
108,CMU_302,CMU,5.441666666666666,85.0,Female,Poor,append,0.134572889,3.25,,,,,
205,CMU_92566,CMU,5.458641975000001,95.239285725,Male,Poor,append,0.161342456,3.6666,,,,,
547,CMU_84390,CMU,5.461111111666667,80.554166675,Female,Poor,append,0.132108271,3.277833333,,,,,
261,CMU_69,CMU,5.469444445,42.5,Female,Poor,append,1.759210285,2.939285286,,,,,
253,CMU_46,CMU,5.481410256666666,83.61110000000001,Female,Poor,append,0.457633333,3.651515121,,,,,
174,CMU_48,CMU,5.483950616666666,87.5,Male,Poor,append,0.031665845,3.627272545,,,,,
1338,KGL_S1790,Kaggle,5.5,31.5,Male,Poor,append,,,22,0.8,62.9,4832.916666666667,6.3
1013,KGL_S1465,Kaggle,5.5,83.2,Male,Poor,append,,,23,5.1,81.0,6347.916666666667,2.3
1033,KGL_S1485,Kaggle,5.5,77.5,Female,Poor,append,,,22,4.1,73.1,5202.499999999999,2.2
1424,KGL_S1876,Kaggle,5.5,83.1,Male,Poor,append,,,18,4.1,87.2,7565.416666666667,4.5
1497,KGL_S1949,Kaggle,5.5,84.5,Female,Poor,append,,,21,4.4,100.0,6666.666666666667,2.4
1141,KGL_S1593,Kaggle,5.5,34.7,Female,Poor,append,,,20,0.8,83.9,5889.166666666667,3.5999999999999996
980,KGL_S1432,Kaggle,5.5,70.7,Other,Poor,append,,,21,4.2,80.1,6929.583333333333,6.699999999999999
1416,KGL_S1868,Kaggle,5.5,77.8,Male,Poor,append,,,23,3.8,96.8,5638.75,5.5
1159,KGL_S1611,Kaggle,5.5,100.0,Male,Poor,append,,,18,6.0,89.7,7440.416666666667,2.9000000000000004
1038,KGL_S1490,Kaggle,5.5,63.6,Female,Poor,append,,,24,4.4,94.6,5906.666666666666,3.6
1311,KGL_S1763,Kaggle,5.5,59.5,Male,Poor,append,,,18,3.9,91.1,5590.0,2.4
1479,KGL_S1931,Kaggle,5.5,68.8,Female,Poor,append,,,20,4.0,78.0,6325.0,6.8
740,KGL_S1192,Kaggle,5.5,69.4,Female,Poor,append,,,17,4.3,86.5,6475.0,5.6
746,KGL_S1198,Kaggle,5.5,42.2,Male,Poor,append,,,21,1.3,69.2,6219.583333333333,2.6999999999999997
729,KGL_S1181,Kaggle,5.5,67.4,Male,Poor,append,,,23,3.5,79.1,6987.916666666666,4.5
725,KGL_S1177,Kaggle,5.5,55.0,Male,Poor,append,,,19,3.0,71.0,6212.5,4.2
719,KGL_S1171,Kaggle,5.5,85.8,Female,Poor,append,,,21,5.3,85.5,6231.25,2.5
765,KGL_S1217,Kaggle,5.5,87.0,Other,Poor,append,,,21,5.1,79.7,6138.333333333333,1.6
705,KGL_S1157,Kaggle,5.5,56.7,Male,Poor,append,,,18,3.0,100.0,6114.583333333334,2.5
1254,KGL_S1706,Kaggle,5.5,83.6,Female,Poor,append,,,20,5.0,56.7,5573.75,3.7
678,KGL_S1130,Kaggle,5.5,81.6,Female,Poor,append,,,20,4.1,85.3,7153.333333333333,8.0
1218,KGL_S1670,Kaggle,5.5,88.9,Female,Poor,append,,,17,4.6,72.3,7547.083333333333,2.1
661,KGL_S1113,Kaggle,5.5,51.3,Male,Poor,append,,,22,3.0,83.1,5671.25,5.1
627,KGL_S1079,Kaggle,5.5,91.6,Male,Poor,append,,,20,5.9,79.9,6841.249999999999,6.1
621,KGL_S1073,Kaggle,5.5,97.7,Female,Poor,append,,,18,7.4,83.6,7100.416666666666,7.5
598,KGL_S1050,Kaggle,5.5,62.0,Female,Poor,append,,,23,1.6,82.8,6976.25,4.1
1520,KGL_S1972,Kaggle,5.5,91.9,Female,Poor,append,,,17,4.5,100.0,7583.333333333334,3.4
572,KGL_S1024,Kaggle,5.5,54.9,Female,Poor,append,,,20,2.0,81.8,5367.916666666667,0.9
1434,KGL_S1886,Kaggle,5.5,65.6,Female,Poor,append,,,17,3.5,73.9,4899.583333333334,6.5
918,KGL_S1370,Kaggle,5.5,59.8,Male,Poor,append,,,20,3.7,83.7,5936.25,6.5
1472,KGL_S1924,Kaggle,5.5,57.4,Other,Poor,append,,,17,2.7,97.4,5174.583333333334,5.5
1078,KGL_S1530,Kaggle,5.5,80.9,Male,Poor,append,,,17,4.4,87.9,7228.749999999999,3.7
1455,KGL_S1907,Kaggle,5.5,55.4,Female,Poor,append,,,19,3.3,63.8,5053.333333333333,4.6
77,CMU_306,CMU,5.508045976666667,74.5,Female,Poor,append,0.433917942,3.56,,,,,
489,CMU_63419,CMU,5.508641975000001,83.33214285,Female,Poor,append,1.129071746,3.291625,,,,,
525,CMU_88882,CMU,5.537931035,98.6125,Male,Poor,append,0.031592616,3.9445,,,,,
435,CMU_28327,CMU,5.544444445,91.666666675,Female,Poor,append,0.78823829,3.833333333,,,,,
459,CMU_38815,CMU,5.551234568333333,90.279166675,Male,Poor,append,0.178348948,3.778,,,,,
506,CMU_74899,CMU,5.575490196666666,87.504166675,Male,Poor,append,0.096090495,3.571428571,,,,,
535,CMU_93699,CMU,5.577380951666667,88.891666675,Female,Poor,append,0.032278616,3.4445,,,,,
168,CMU_504,CMU,5.59382716,74.25,Female,Poor,append,1.20157832,2.850714286,,,,,
128,CMU_297,CMU,5.597619048333333,75.75,Female,Poor,append,1.383386111,3.27,,,,,
28,CMU_197,CMU,5.599275361666667,66.75,Male,Poor,append,0.777560262,1.57,,,,,
850,KGL_S1302,Kaggle,5.6,74.5,Female,Poor,append,,,19,3.2,86.8,7055.416666666668,5.1
1058,KGL_S1510,Kaggle,5.6,51.1,Male,Poor,append,,,17,3.1,71.5,5204.166666666667,4.6
1443,KGL_S1895,Kaggle,5.6,57.0,Female,Poor,append,,,20,2.3,83.8,6209.583333333333,3.5
734,KGL_S1186,Kaggle,5.6,55.2,Female,Poor,append,,,18,0.0,82.4,6205.833333333334,3.4
1165,KGL_S1617,Kaggle,5.6,71.3,Female,Poor,append,,,24,3.4,91.4,6472.499999999999,2.6
1494,KGL_S1946,Kaggle,5.6,55.0,Female,Poor,append,,,21,2.1,91.7,5230.0,2.4
1264,KGL_S1716,Kaggle,5.6,63.5,Male,Poor,append,,,19,2.7,83.7,6467.5,4.199999999999999
1508,KGL_S1960,Kaggle,5.6,100.0,Male,Poor,append,,,17,7.1,69.3,6899.166666666668,3.0
687,KGL_S1139,Kaggle,5.6,83.5,Male,Poor,append,,,17,4.0,86.0,6587.5,3.8
1276,KGL_S1728,Kaggle,5.6,59.9,Other,Poor,append,,,21,2.8,80.1,5419.166666666666,4.0
797,KGL_S1249,Kaggle,5.6,58.4,Female,Poor,append,,,19,3.1,65.4,6739.166666666667,5.199999999999999
1535,KGL_S1987,Kaggle,5.6,56.2,Female,Poor,append,,,20,2.3,85.8,7030.416666666668,3.3
711,KGL_S1163,Kaggle,5.6,70.6,Male,Poor,append,,,20,4.2,85.7,6080.0,6.6
1245,KGL_S1697,Kaggle,5.6,66.9,Other,Poor,append,,,18,3.1,88.0,7106.25,4.7
1489,KGL_S1941,Kaggle,5.6,63.4,Male,Poor,append,,,21,2.1,88.8,6199.166666666667,4.4
1463,KGL_S1915,Kaggle,5.6,61.0,Female,Poor,append,,,22,3.0,80.3,6445.0,6.6
1124,KGL_S1576,Kaggle,5.6,61.7,Male,Poor,append,,,21,1.9,91.4,7326.666666666667,3.4000000000000004
1246,KGL_S1698,Kaggle,5.6,71.5,Female,Poor,append,,,18,3.9,77.2,6982.083333333332,4.9
564,KGL_S1016,Kaggle,5.6,55.2,Male,Poor,append,,,20,1.0,92.9,6947.499999999999,0.8
764,KGL_S1216,Kaggle,5.6,60.3,Female,Poor,append,,,20,2.5,90.2,5150.833333333333,3.6
737,KGL_S1189,Kaggle,5.6,60.5,Male,Poor,append,,,22,3.2,78.2,6496.666666666667,3.6
1363,KGL_S1815,Kaggle,5.6,43.5,Female,Poor,append,,,21,2.9,72.7,4692.5,4.6
961,KGL_S1413,Kaggle,5.6,60.3,Male,Poor,append,,,17,1.5,85.3,6736.666666666668,4.4
1542,KGL_S1994,Kaggle,5.6,41.7,Female,Poor,append,,,20,1.6,75.3,5528.333333333333,4.2
721,KGL_S1173,Kaggle,5.6,83.8,Female,Poor,append,,,20,5.7,85.8,6363.75,4.5
1220,KGL_S1672,Kaggle,5.6,69.4,Female,Poor,append,,,22,4.9,94.0,5860.416666666667,7.300000000000001
159,CMU_420,CMU,5.600694445,72.5,Female,Poor,append,0.066671393,3.156818182,,,,,
230,CMU_483,CMU,5.6028735633333335,95.0,Female,Poor,append,0.718650794,3.78,,,,,
388,CMU_404,CMU,5.60617284,49.0,Male,Poor,append,0.847938034,2.538947368,,,,,
389,CMU_411,CMU,5.606547618333334,50.0,Male,Poor,append,0.174149901,3.03,,,,,
490,CMU_63904,CMU,5.61547619,96.428571425,Female,Poor,append,0.067165066,3.611333333,,,,,
364,CMU_47,CMU,5.623214285,89.16665,Male,Poor,append,0.126940253,3.8666665,,,,,
394,CMU_491,CMU,5.625,77.75,Male,Poor,append,0.341533333,3.40875,,,,,
117,CMU_276,CMU,5.638194445,80.25,Female,Poor,append,0.1557908,3.43,,,,,
218,CMU_395,CMU,5.644642856666667,95.25,Female,Poor,append,0.134137327,3.4,,,,,
342,CMU_419,CMU,5.666666666666667,89.75,Male,Poor,append,0.099436226,3.56,,,,,
512,CMU_79607,CMU,5.668518518333333,97.61785714999999,Male,Poor,append,0.645166009,3.833375,,,,,
478,CMU_51437,CMU,5.6801587300000005,94.05,Female,Poor,append,0.296798611,3.714428571,,,,,
228,CMU_463,CMU,5.6913580249999995,90.0,Female,Poor,append,0.253501397,3.49,,,,,
457,CMU_38293,CMU,5.6919540233333334,73.6125,Female,Poor,append,0.137694161,3.5555,,,,,
841,KGL_S1293,Kaggle,5.7,100.0,Female,Poor,append,,,18,7.4,94.6,8615.0,2.8
1070,KGL_S1522,Kaggle,5.7,44.1,Female,Poor,append,,,22,2.1,74.6,5875.416666666666,4.1
1500,KGL_S1952,Kaggle,5.7,65.6,Female,Poor,append,,,21,3.6,62.3,6474.166666666668,5.6
1452,KGL_S1904,Kaggle,5.7,73.0,Female,Poor,append,,,19,3.9,88.6,5631.666666666666,1.4
613,KGL_S1065,Kaggle,5.7,69.6,Female,Poor,append,,,18,3.3,80.5,6700.0,4.8
1236,KGL_S1688,Kaggle,5.7,92.9,Male,Poor,append,,,23,5.0,100.0,7437.5,3.4000000000000004
1005,KGL_S1457,Kaggle,5.7,58.9,Male,Poor,append,,,24,2.4,86.5,5735.416666666667,4.1
1303,KGL_S1755,Kaggle,5.7,59.3,Male,Poor,append,,,22,2.7,67.5,6333.333333333334,6.4
1290,KGL_S1742,Kaggle,5.7,71.0,Female,Poor,append,,,18,5.3,88.6,5506.666666666666,5.4
1381,KGL_S1833,Kaggle,5.7,78.5,Other,Poor,append,,,20,4.6,68.8,5178.333333333333,4.800000000000001
1533,KGL_S1985,Kaggle,5.7,80.9,Male,Poor,append,,,18,5.7,86.6,6279.583333333333,3.1
1345,KGL_S1797,Kaggle,5.7,100.0,Male,Poor,append,,,23,8.2,83.1,7150.416666666666,3.7
1524,KGL_S1976,Kaggle,5.7,77.4,Female,Poor,append,,,24,3.7,97.6,7658.750000000001,5.3
1042,KGL_S1494,Kaggle,5.7,66.5,Male,Poor,append,,,21,4.0,78.1,6150.416666666666,3.7
1081,KGL_S1533,Kaggle,5.7,54.2,Male,Poor,append,,,17,1.5,86.2,6915.416666666667,5.3
1255,KGL_S1707,Kaggle,5.7,92.0,Male,Poor,append,,,24,5.2,98.6,7027.500000000001,5.0
1146,KGL_S1598,Kaggle,5.7,86.4,Female,Poor,append,,,20,5.9,83.4,5980.833333333334,3.2
1027,KGL_S1479,Kaggle,5.7,43.3,Female,Poor,append,,,20,1.9,91.4,5628.75,5.3
587,KGL_S1039,Kaggle,5.7,82.3,Male,Poor,append,,,19,5.5,71.3,5615.833333333333,5.4
1127,KGL_S1579,Kaggle,5.7,100.0,Female,Poor,append,,,18,6.1,69.8,7370.0,3.8
821,KGL_S1273,Kaggle,5.7,45.5,Male,Poor,append,,,24,2.6,85.6,5015.000000000001,4.0
1273,KGL_S1725,Kaggle,5.7,64.0,Female,Poor,append,,,21,3.9,75.8,5259.583333333333,4.3
1506,KGL_S1958,Kaggle,5.7,31.1,Male,Poor,append,,,18,0.0,89.5,5456.25,5.1
848,KGL_S1300,Kaggle,5.7,61.6,Female,Poor,append,,,17,3.3,71.0,5306.25,6.300000000000001
1283,KGL_S1735,Kaggle,5.7,50.1,Male,Poor,append,,,19,2.9,85.5,5689.583333333333,10.1
804,KGL_S1256,Kaggle,5.7,64.5,Female,Poor,append,,,23,3.6,90.6,6400.416666666666,5.9
1301,KGL_S1753,Kaggle,5.7,59.2,Male,Poor,append,,,18,4.3,83.3,5530.416666666666,4.3
532,CMU_92552,CMU,5.706349206666667,78.335,Male,Poor,append,0.488820139,3.500166667,,,,,
37,CMU_261,CMU,5.707575758333333,95.0,Male,Poor,append,0.19883031,3.76,,,,,
215,CMU_379,CMU,5.717948718333333,100.0,Female,Poor,append,0.173659556,3.07,,,,,
3,CMU_209,CMU,5.738405796666667,76.75,Female,Poor,append,1.529289486,3.57,,,,,
121,CMU_224,CMU,5.764880951666667,100.0,Male,Poor,append,0.077541914,4.0,,,,,
376,CMU_156,CMU,5.778571428333334,86.0294,Male,Poor,append,1.552285856,3.609374969,,,,,
237,CMU_572,CMU,5.797619048333333,89.75,Female,Poor,append,2.762805556,3.8,,,,,
492,CMU_64296,CMU,5.798333333333333,86.108333325,Male,Poor,append,0.06068338,3.5,,,,,
581,KGL_S1033,Kaggle,5.8,70.7,Female,Poor,append,,,18,4.0,99.5,6862.5,2.0
1453,KGL_S1905,Kaggle,5.8,53.9,Male,Poor,append,,,18,2.6,73.0,4700.0,4.0
1450,KGL_S1902,Kaggle,5.8,66.7,Male,Poor,append,,,22,4.1,72.7,5588.333333333334,3.2
558,KGL_S1010,Kaggle,5.8,63.3,Female,Poor,append,,,19,4.6,77.6,5679.583333333333,4.5
876,KGL_S1328,Kaggle,5.8,50.3,Female,Poor,append,,,24,1.2,96.9,6078.75,3.3
1188,KGL_S1640,Kaggle,5.8,98.0,Female,Poor,append,,,22,6.4,78.3,7228.333333333333,3.0
1065,KGL_S1517,Kaggle,5.8,100.0,Female,Poor,append,,,22,5.8,73.9,6826.666666666667,2.2
896,KGL_S1348,Kaggle,5.8,72.3,Female,Poor,append,,,24,3.6,100.0,6156.25,3.3
897,KGL_S1349,Kaggle,5.8,100.0,Female,Poor,append,,,23,5.7,89.2,7448.75,2.1
743,KGL_S1195,Kaggle,5.8,26.7,Female,Poor,append,,,18,0.0,93.4,5626.666666666667,4.4
911,KGL_S1363,Kaggle,5.8,56.9,Male,Poor,append,,,18,2.1,87.8,5538.75,5.7
862,KGL_S1314,Kaggle,5.8,48.9,Female,Poor,append,,,19,2.3,75.3,5705.416666666667,3.9
1240,KGL_S1692,Kaggle,5.8,37.4,Male,Poor,append,,,21,1.7,76.9,5568.333333333334,4.4
1405,KGL_S1857,Kaggle,5.8,45.0,Male,Poor,append,,,19,0.5,86.4,6493.333333333334,2.6
641,KGL_S1093,Kaggle,5.8,70.2,Male,Poor,append,,,22,4.1,85.1,6158.75,5.5
777,KGL_S1229,Kaggle,5.8,52.4,Male,Poor,append,,,21,2.4,94.7,5523.75,5.7
1431,KGL_S1883,Kaggle,5.8,75.5,Male,Poor,append,,,24,3.7,82.3,5817.916666666666,4.9
1036,KGL_S1488,Kaggle,5.8,93.4,Male,Poor,append,,,17,5.3,83.2,6642.5,5.2
856,KGL_S1308,Kaggle,5.8,61.5,Male,Poor,append,,,24,1.7,94.7,6242.5,4.6
1470,KGL_S1922,Kaggle,5.8,44.3,Male,Poor,append,,,17,1.3,82.0,4935.416666666666,3.7
1437,KGL_S1889,Kaggle,5.8,66.6,Male,Poor,append,,,17,3.7,68.3,6342.916666666666,6.1
1266,KGL_S1718,Kaggle,5.8,49.9,Female,Poor,append,,,24,1.0,76.2,5800.833333333333,3.0
812,KGL_S1264,Kaggle,5.8,51.5,Male,Poor,append,,,19,1.9,81.7,5865.416666666667,0.7
1209,KGL_S1661,Kaggle,5.8,62.5,Male,Poor,append,,,19,3.6,82.2,7221.666666666667,5.6
1291,KGL_S1743,Kaggle,5.8,76.4,Female,Poor,append,,,21,4.1,80.0,5468.75,3.7
712,KGL_S1164,Kaggle,5.8,63.1,Male,Poor,append,,,18,3.6,95.3,5559.583333333333,5.5
615,KGL_S1067,Kaggle,5.8,62.2,Male,Poor,append,,,17,3.3,81.7,5209.166666666667,5.0
597,KGL_S1049,Kaggle,5.8,96.5,Female,Poor,append,,,22,6.1,100.0,6020.833333333333,4.8
1205,KGL_S1657,Kaggle,5.8,67.4,Female,Poor,append,,,19,2.4,88.8,6990.833333333333,4.6
749,KGL_S1201,Kaggle,5.8,96.5,Male,Poor,append,,,24,4.4,92.3,7630.416666666668,0.9
131,CMU_170,CMU,5.801388888333333,77.0,Male,Poor,append,0.493485612,2.6,,,,,
474,CMU_49497,CMU,5.8080459766666666,94.445833325,Female,Poor,append,0.084742772,3.722166667,,,,,
7,CMU_255,CMU,5.809876543333333,79.75,Female,Poor,append,0.675488988,3.4,,,,,
363,CMU_45,CMU,5.8160493833333335,94.16664999999999,Male,Poor,append,0.127034845,3.96,,,,,
521,CMU_85503,CMU,5.8217948716666665,80.55833332499999,Male,Poor,append,0.197835556,3.611166667,,,,,
107,CMU_292,CMU,5.822549019999999,95.0,Female,Poor,append,0.245657552,3.39,,,,,
297,CMU_360,CMU,5.823214285000001,76.75,Female,Poor,append,1.173676269,2.98,,,,,
324,CMU_509,CMU,5.826190476666667,95.75,Female,Poor,append,0.148132907,3.635,,,,,
158,CMU_328,CMU,5.826190476666667,96.25,Female,Poor,append,0.123791724,3.835909091,,,,,
393,CMU_474,CMU,5.846913580000001,56.49999999999999,Male,Poor,append,0.753851085,3.092333333,,,,,
414,CMU_15134,CMU,5.849166666666666,88.8875,Female,Poor,append,0.159636811,3.6666,,,,,
235,CMU_525,CMU,5.8533333333333335,65.0,Female,Poor,append,0.900247396,3.55,,,,,
476,CMU_49790,CMU,5.8557471266666665,87.5,Female,Poor,append,0.080028699,3.611333333,,,,,
180,CMU_206,CMU,5.8580246916666665,98.75,Male,Poor,append,0.057496302,3.681818,,,,,
538,CMU_95559,CMU,5.858333333333333,79.170833325,Male,Poor,append,0.103360417,3.111166667,,,,,
125,CMU_341,CMU,5.860493826666667,87.75,Female,Poor,append,0.130785256,3.5,,,,,
462,CMU_43794,CMU,5.877160493333333,97.225,Female,Poor,append,0.919180638,3.889,,,,,
89,CMU_280,CMU,5.880208333333333,87.5,Female,Poor,append,0.191501235,2.33,,,,,
323,CMU_506,CMU,5.880246913333334,82.5,Female,Poor,append,0.571608728,3.657272727,,,,,
442,CMU_33657,CMU,5.886111111666667,76.3875,Female,Poor,append,0.065944312,3.4002,,,,,
157,CMU_325,CMU,5.888690476666667,84.75,Female,Poor,append,0.156672001,3.010952381,,,,,
752,KGL_S1204,Kaggle,5.9,78.4,Male,Poor,append,,,20,5.3,79.3,6055.416666666667,2.7
936,KGL_S1388,Kaggle,5.9,73.2,Male,Poor,append,,,17,4.6,87.0,6185.416666666666,4.3
929,KGL_S1381,Kaggle,5.9,100.0,Female,Poor,append,,,22,6.2,82.8,7903.333333333333,4.4
1360,KGL_S1812,Kaggle,5.9,70.6,Female,Poor,append,,,17,4.5,84.8,5484.583333333333,3.1
994,KGL_S1446,Kaggle,5.9,56.3,Male,Poor,append,,,19,3.7,75.9,5137.083333333334,2.7
681,KGL_S1133,Kaggle,5.9,78.4,Female,Poor,append,,,21,4.8,87.9,5812.083333333334,3.7
1150,KGL_S1602,Kaggle,5.9,72.9,Female,Poor,append,,,20,3.6,72.7,7098.75,4.5
1059,KGL_S1511,Kaggle,5.9,63.0,Other,Poor,append,,,18,2.9,100.0,5479.166666666667,6.0
1515,KGL_S1967,Kaggle,5.9,76.1,Male,Poor,append,,,22,5.2,95.6,6650.416666666666,7.8999999999999995
1079,KGL_S1531,Kaggle,5.9,47.4,Female,Poor,append,,,24,2.8,87.5,5010.416666666666,4.9
1507,KGL_S1959,Kaggle,5.9,45.7,Female,Poor,append,,,23,3.2,95.1,5252.5,5.2
809,KGL_S1261,Kaggle,5.9,65.1,Male,Poor,append,,,22,5.1,81.6,5769.166666666666,5.6
1298,KGL_S1750,Kaggle,5.9,98.5,Female,Poor,append,,,24,6.1,97.6,7492.083333333333,2.1
1480,KGL_S1932,Kaggle,5.9,76.8,Female,Poor,append,,,17,4.4,78.5,6202.083333333334,4.1
1041,KGL_S1493,Kaggle,5.9,73.9,Female,Poor,append,,,22,3.0,67.3,6828.333333333333,4.6000000000000005
1336,KGL_S1788,Kaggle,5.9,82.8,Male,Poor,append,,,24,5.2,80.5,5950.0,3.8
824,KGL_S1276,Kaggle,5.9,61.5,Male,Poor,append,,,17,3.1,83.2,5736.25,4.699999999999999
974,KGL_S1426,Kaggle,5.9,80.9,Male,Poor,append,,,17,3.8,85.6,7233.750000000001,1.9
1185,KGL_S1637,Kaggle,5.9,70.3,Female,Poor,append,,,23,2.3,81.3,5011.666666666667,2.4
1208,KGL_S1660,Kaggle,5.9,79.5,Female,Poor,append,,,24,3.3,89.1,7290.000000000001,3.6
938,KGL_S1390,Kaggle,5.9,73.0,Female,Poor,append,,,19,3.3,79.8,7495.0,1.7999999999999998
272,CMU_113,CMU,5.9303571433333335,87.5,Female,Poor,append,0.131948255,3.3799998,,,,,
203,CMU_72885,CMU,5.947222221666666,81.66499999999999,Male,Poor,append,0.083405668,3.3334,,,,,
130,CMU_166,CMU,5.950574713333333,37.5,Male,Poor,append,0.064726474,2.0,,,,,
289,CMU_335,CMU,5.953571428333333,67.0,Female,Poor,append,0.075667962,2.822222222,,,,,
192,CMU_488,CMU,5.955555555,62.5,Male,Poor,append,0.376458333,3.149333333,,,,,
421,CMU_21932,CMU,5.957222221666667,100.0,Male,Poor,append,0.177988506,3.9445,,,,,
339,CMU_361,CMU,5.962121211666667,84.5,Male,Poor,append,0.297786596,3.59,,,,,
513,CMU_80177,CMU,5.964285715,97.225,Male,Poor,append,0.16225625,3.777833333,,,,,
496,CMU_67574,CMU,5.98245614,86.1125,Male,Poor,append,0.103555384,3.666666667,,,,,
21,CMU_130,CMU,5.986206896666667,86.0,Female,Poor,append,0.060847151,4.0,,,,,
277,CMU_127,CMU,5.987179486666666,89.807675,Female,Poor,append,0.184224444,3.621739,,,,,
386,CMU_392,CMU,5.989880951666667,94.25,Male,Poor,append,0.051933775,3.720645161,,,,,
461,CMU_42137,CMU,5.991666666666666,91.66785715,Female,Poor,append,0.033565386,3.555666667,,,,,
60,CMU_332,CMU,5.991666666666666,92.25,Female,Poor,append,0.355330813,3.4,,,,,
536,CMU_94641,CMU,5.996551723333334,91.666666675,Male,Poor,append,0.264808673,3.8002,,,,,
958,KGL_S1410,Kaggle,6.0,78.0,Female,Poor,append,,,19,4.7,82.3,5370.0,4.0
1247,KGL_S1699,Kaggle,6.0,77.8,Male,Poor,append,,,19,3.9,92.1,7417.083333333333,4.300000000000001
1353,KGL_S1805,Kaggle,6.0,76.1,Female,Poor,append,,,20,3.6,75.1,7169.166666666666,4.4
886,KGL_S1338,Kaggle,6.0,67.7,Female,Poor,append,,,20,5.0,80.9,5293.333333333334,5.0
1250,KGL_S1702,Kaggle,6.0,83.1,Male,Poor,append,,,17,4.7,81.6,5956.666666666666,3.0
1072,KGL_S1524,Kaggle,6.0,39.9,Female,Poor,append,,,18,1.7,84.6,6156.666666666666,5.4
866,KGL_S1318,Kaggle,6.0,64.1,Male,Poor,append,,,23,2.2,76.8,6211.666666666667,4.0
1318,KGL_S1770,Kaggle,6.0,53.0,Female,Poor,append,,,21,1.7,94.7,7096.666666666667,6.0
570,KGL_S1022,Kaggle,6.0,98.7,Other,Poor,append,,,18,4.9,84.5,7081.25,2.9
1397,KGL_S1849,Kaggle,6.0,98.7,Male,Poor,append,,,22,4.9,90.9,7835.000000000001,4.4
601,KGL_S1053,Kaggle,6.0,70.6,Female,Poor,append,,,20,4.8,100.0,7177.083333333334,5.5
1403,KGL_S1855,Kaggle,6.0,56.1,Female,Poor,append,,,21,3.2,59.9,4653.749999999999,4.9
784,KGL_S1236,Kaggle,6.0,46.2,Male,Poor,append,,,22,1.5,80.9,5689.166666666667,3.8
643,KGL_S1095,Kaggle,6.0,50.2,Male,Poor,append,,,22,1.7,97.5,6281.25,4.9
818,KGL_S1270,Kaggle,6.0,63.0,Male,Poor,append,,,22,4.0,96.6,5925.416666666667,5.5
1420,KGL_S1872,Kaggle,6.0,78.4,Female,Poor,append,,,18,4.2,100.0,6510.416666666666,3.5
657,KGL_S1109,Kaggle,6.0,77.5,Female,Poor,append,,,23,5.4,95.7,6007.083333333332,4.9
1020,KGL_S1472,Kaggle,6.0,56.1,Female,Poor,append,,,19,2.5,82.9,5405.833333333334,4.2
1485,KGL_S1937,Kaggle,6.0,41.7,Female,Poor,append,,,21,1.9,75.9,5585.0,4.4
1244,KGL_S1696,Kaggle,6.0,100.0,Other,Poor,append,,,23,5.6,86.5,7131.25,1.9000000000000001
981,KGL_S1433,Kaggle,6.0,89.3,Female,Poor,append,,,24,4.9,100.0,6479.166666666667,2.8000000000000003
15,CMU_216,CMU,6.0,89.0,Female,Poor,append,0.141067177,3.16,,,,,
949,KGL_S1401,Kaggle,6.0,48.3,Male,Poor,append,,,20,2.4,77.0,5300.0,3.6
944,KGL_S1396,Kaggle,6.0,97.2,Male,Poor,append,,,24,4.9,87.6,5700.416666666667,2.5
1441,KGL_S1893,Kaggle,6.0,67.7,Female,Poor,append,,,21,3.0,98.6,5715.0,3.6
934,KGL_S1386,Kaggle,6.0,45.2,Female,Poor,append,,,19,2.0,95.8,5957.5,3.4000000000000004
110,CMU_333,CMU,6.010144928333333,100.0,Female,Insufficient,append,0.137169995,3.79,,,,,
103,CMU_266,CMU,6.011494253333334,60.0,Female,Insufficient,append,0.165656888,3.07,,,,,
185,CMU_415,CMU,6.0125,63.5,Male,Insufficient,append,0.102869989,2.206363636,,,,,
542,CMU_98462,CMU,6.012666666666666,84.720833325,Male,Insufficient,append,0.238077257,3.389,,,,,
25,CMU_353,CMU,6.014367816666667,95.25,Female,Insufficient,append,0.060779478,3.62,,,,,
76,CMU_305,CMU,6.023809523333333,81.5,Female,Insufficient,append,0.100925926,3.52,,,,,
92,CMU_346,CMU,6.024561403333333,87.0,Female,Insufficient,append,0.084680213,3.74,,,,,
357,CMU_10,CMU,6.03015873,100.0,Male,Insufficient,append,0.177411806,3.9230765,,,,,
341,CMU_396,CMU,6.034920635000001,90.25,Male,Insufficient,append,1.217045139,3.8,,,,,
254,CMU_51,CMU,6.035416666666666,95.833325,Female,Insufficient,append,1.742653061,3.757575182,,,,,
