student_id,dataset_source,sleep_hours,academic_score,gender,age,bedtime_consistency,daytime_sleep_minutes,cumulative_gpa,sleep_category,study_hours_per_day,attendance_percentage,productivity_score,distraction_hours,mental_health_rating
CMU_22,CMU,8.23974359,77.5,Female,,-0.12104723302940958,54.11538462,3.15185137,Optimal,,,,,
CMU_23,CMU,7.4148809516666665,73.333325,Female,,-0.06648136322204128,35.71428571,2.915384,Adequate,,,,,
CMU_24,CMU,6.369642856666667,95.0,Female,,-0.06054536220488658,54.89285714,3.451851556,Insufficient,,,,,
CMU_26,CMU,7.786458333333333,42.5,Female,,-0.13194402191800664,29.75,2.916666,Adequate,,,,,
CMU_30,CMU,7.311728395,98.333325,Female,,-0.4716418329070731,41.77777778,3.33571375,Adequate,,,,,
CMU_31,CMU,7.658024691666666,100.0,Female,,-0.08005560359038373,14.81481481,4.0,Adequate,,,,,
CMU_35,CMU,7.350595238333333,90.0,Female,,-0.2680936027272314,36.53571429,3.532257903,Adequate,,,,,
CMU_46,CMU,5.481410256666666,83.61110000000001,Female,,-0.37681411567590956,88.11538462,3.651515121,Poor,,,,,
CMU_51,CMU,6.035416666666666,95.833325,Female,,-1.008925722366495,64.0,3.757575182,Insufficient,,,,,
CMU_55,CMU,4.2561728400000005,62.5,Female,,-1.154524583479695,46.44444444,3.346428179,Poor,,,,,
CMU_58,CMU,8.520987655,88.75,Female,,-0.05885835700635371,37.92592593,3.583333,Optimal,,,,,
CMU_62,CMU,7.037878788333333,81.66664999999999,Female,,-1.4724817366718963,54.59090909,3.7799996,Adequate,,,,,
CMU_64,CMU,7.366666666666666,98.333325,Female,,-0.3643459694449608,34.75,3.8166665,Adequate,,,,,
CMU_67,CMU,6.709876543333333,96.25,Female,,-0.09971740461503156,18.81481481,3.912902516,Insufficient,,,,,
CMU_68,CMU,7.169047618333334,91.34615000000001,Female,,-0.037613927772454786,24.78571429,3.528571429,Adequate,,,,,
CMU_69,CMU,5.469444445,42.5,Female,,-1.0149445101632657,17.08333333,2.939285286,Poor,,,,,
CMU_73,CMU,6.969444445,99.318175,Female,,-0.16176864785688314,18.22222222,4.0,Insufficient,,,,,
CMU_74,CMU,7.20308642,90.57690000000001,Female,,-0.07773539032446923,41.55555556,3.6999995,Adequate,,,,,
CMU_75,CMU,8.124404761666666,91.73075,Female,,-0.07686718765795436,36.92857143,3.82,Optimal,,,,,
CMU_87,CMU,6.8125,96.875,Female,,-0.07192607490333269,18.92857143,3.749999643,Insufficient,,,,,
CMU_91,CMU,6.158928571666666,93.82352499999999,Female,,-0.10316640956653274,67.57142857,3.818749563,Insufficient,,,,,
CMU_92,CMU,8.095238095000001,80.769225,Female,,-0.14451362825701086,27.42857143,3.077418968,Optimal,,,,,
CMU_93,CMU,8.086111111666666,98.75,Female,,-1.8476303261796787,114.0,3.856521391,Optimal,,,,,
CMU_103,CMU,6.394444445,100.0,Female,,-0.1218420923062683,6.625,3.913792345,Insufficient,,,,,
CMU_106,CMU,4.857575758333334,89.16665,Female,,-1.1076142419005481,44.27272727,3.45999992,Poor,,,,,
CMU_111,CMU,7.578431373333333,87.5,Female,,-0.4367458961364654,46.17647059,3.2799998,Adequate,,,,,
CMU_113,CMU,5.9303571433333335,87.5,Female,,-0.12394026760546356,59.25,3.3799998,Poor,,,,,
CMU_115,CMU,6.336111111666667,80.833325,Female,,-2.6339315164808537,9.166666667,3.4156245,Insufficient,,,,,
CMU_118,CMU,6.450724638333333,87.5,Female,,-0.1709973484615154,17.82608696,3.43999985,Insufficient,,,,,
CMU_122,CMU,8.043333333333333,75.833325,Female,,-0.388639389618801,44.2,3.326086652,Optimal,,,,,
CMU_126,CMU,6.808000000000001,99.03845,Female,,-0.22496942978312612,90.44,3.8799998,Insufficient,,,,,
CMU_127,CMU,5.987179486666666,89.807675,Female,,-0.16908808268598252,39.23076923,3.621739,Poor,,,,,
CMU_128,CMU,6.871666666666667,99.16665,Female,,-2.1374617097903905,15.8,3.8666665,Insufficient,,,,,
CMU_141,CMU,7.530666666666666,63.333324999999995,Female,,-0.13365562540731088,51.88,3.333332556,Adequate,,,,,
CMU_146,CMU,6.541975308333334,99.107125,Female,,-0.2810526513187806,39.44444444,3.955172,Insufficient,,,,,
CMU_155,CMU,6.778571428333334,98.823525,Female,,-0.09431898600674196,22.64285714,3.913792862,Insufficient,,,,,
CMU_165,CMU,7.272666666666667,93.333325,Female,,-0.22501833600661897,57.72,3.725806129,Adequate,,,,,
CMU_188,CMU,7.25297619,95.78125,Female,,-0.06717386275990805,30.39285714,3.645454394,Adequate,,,,,
CMU_193,CMU,6.240740740000001,95.0,Female,,-0.16874464032987113,43.74074074,3.910714143,Insufficient,,,,,
CMU_195,CMU,6.739583333333333,71.66665,Female,,-0.8038632277733622,59.5,2.608695217,Insufficient,,,,,
CMU_199,CMU,7.28560606,90.833325,Female,,-0.1432001077138322,25.0,3.08,Adequate,,,,,
CMU_324,CMU,7.669565216666667,75.0,Female,,-0.09326806793067303,34.82608696,2.625,Adequate,,,,,
CMU_331,CMU,6.906521738333334,81.25,Female,,-0.015898542736567035,43.95652174,3.05,Insufficient,,,,,
CMU_335,CMU,5.953571428333333,67.0,Female,,-0.07294182861543068,31.78571429,2.822222222,Poor,,,,,
CMU_339,CMU,8.085802468333334,94.75,Female,,-0.05069186431473687,28.62962963,3.702,Optimal,,,,,
CMU_340,CMU,7.969444445,87.75,Female,,-0.0723930105902803,57.5,2.865,Adequate,,,,,
CMU_348,CMU,7.6,83.75,Female,,-0.11083043871462532,33.71428571,3.078888889,Adequate,,,,,
CMU_351,CMU,7.21547619,76.0,Female,,-0.06871325106347106,42.25,3.405,Adequate,,,,,
CMU_352,CMU,6.702,97.25,Female,,-0.10511395716477899,53.92,3.688928571,Insufficient,,,,,
CMU_354,CMU,6.187037036666666,98.75,Female,,-0.11793825738664512,51.2962963,3.823235294,Insufficient,,,,,
CMU_355,CMU,5.39047619,90.75,Female,,-0.01830910764878415,23.46428571,3.57,Poor,,,,,
CMU_360,CMU,5.823214285000001,76.75,Female,,-0.7764198673071898,64.85714286,2.98,Poor,,,,,
CMU_363,CMU,7.260714285000001,92.5,Female,,-0.16621622775907965,35.64285714,3.775,Adequate,,,,,
CMU_364,CMU,7.48939394,86.75,Female,,-0.23063019552480915,49.81818182,3.500967742,Adequate,,,,,
CMU_365,CMU,6.46547619,83.25,Female,,-0.40983293657537534,79.39285714,2.947142857,Insufficient,,,,,
CMU_366,CMU,8.11060606,82.5,Female,,-0.08012991863978033,64.90909091,3.0975,Optimal,,,,,
CMU_369,CMU,7.286419753333333,94.0,Female,,-0.038627082181584234,27.37037037,3.803333333,Adequate,,,,,
CMU_373,CMU,6.824691358333333,85.25,Female,,-0.059224795457697245,36.81481481,3.155454545,Insufficient,,,,,
CMU_380,CMU,6.87948718,80.75,Female,,-0.1703509347678765,30.15384615,3.259655172,Insufficient,,,,,
CMU_386,CMU,6.204761905,100.0,Female,,-0.0698124945708315,53.42857143,3.917419355,Insufficient,,,,,
CMU_394,CMU,7.707142856666667,86.25,Female,,-0.06884166338891651,25.17857143,3.71,Adequate,,,,,
CMU_399,CMU,7.218518518333334,98.75,Female,,-0.052010451568854116,56.55555556,3.730625,Adequate,,,,,
CMU_401,CMU,7.282142856666667,87.25,Female,,-0.04621647125177581,50.25,3.57,Adequate,,,,,
CMU_405,CMU,6.481547618333334,89.75,Female,,-0.10975448312819724,37.82142857,3.240625,Insufficient,,,,,
CMU_407,CMU,7.148039215,92.5,Female,,-0.1715742685295755,50.41176471,3.665862069,Adequate,,,,,
CMU_418,CMU,6.610784313333334,95.0,Female,,-0.10315104517460968,35.41176471,3.78,Insufficient,,,,,
CMU_435,CMU,6.953846153333333,88.25,Female,,-0.08463318115569139,42.11538462,3.315,Insufficient,,,,,
CMU_439,CMU,6.17797619,82.5,Female,,-0.056378821147629536,16.82142857,3.653703704,Insufficient,,,,,
CMU_448,CMU,6.964743589999999,99.25,Female,,-0.45564520555518373,51.03846154,4.0,Insufficient,,,,,
CMU_458,CMU,7.53271605,74.75,Female,,-0.24553689509860102,64.33333333,3.215,Adequate,,,,,
CMU_465,CMU,7.2153846150000005,84.25,Female,,-0.11866442489652233,28.23076923,3.390357143,Adequate,,,,,
CMU_469,CMU,6.479012345,98.5,Female,,-0.06635208781842324,37.11111111,3.958857143,Insufficient,,,,,
CMU_485,CMU,6.124074073333333,75.0,Female,,-0.2619268026411717,70.88888889,2.9,Insufficient,,,,,
CMU_490,CMU,7.660119048333333,85.0,Female,,-0.10603175772445536,31.57142857,2.998,Adequate,,,,,
CMU_494,CMU,6.858333333333333,96.5,Female,,-0.09842822546182294,35.08333333,3.724117647,Insufficient,,,,,
CMU_499,CMU,6.8919999999999995,98.25,Female,,-0.1194611539390592,38.36,3.946428571,Insufficient,,,,,
CMU_503,CMU,6.715432098333333,73.5,Female,,-0.12500323605193175,38.03703704,3.492258065,Insufficient,,,,,
CMU_506,CMU,5.880246913333334,82.5,Female,,-0.4520997622627201,79.07407407,3.657272727,Poor,,,,,
CMU_509,CMU,5.826190476666667,95.75,Female,,-0.13813706384432248,100.2857143,3.635,Poor,,,,,
CMU_510,CMU,6.137121211666667,66.75,Female,,-0.036818222752240844,36.22727273,2.83,Insufficient,,,,,
CMU_511,CMU,6.842857143333333,95.0,Female,,-0.1858823396752562,18.9047619,3.862592593,Insufficient,,,,,
CMU_513,CMU,7.492666666666667,77.25,Female,,-0.043646704946715374,15.64,3.611,Adequate,,,,,
CMU_523,CMU,6.546428571666667,69.25,Female,,-0.2002201012325446,46.32142857,3.385,Insufficient,,,,,
CMU_534,CMU,6.557051281666667,75.0,Female,,-0.0668088585326367,34.46153846,3.052727273,Insufficient,,,,,
CMU_541,CMU,6.379166666666666,82.0,Female,,-0.30633111035479704,48.35714286,3.154482759,Insufficient,,,,,
CMU_547,CMU,6.15448718,78.5,Female,,-0.0970831526132977,37.15384615,3.139259259,Insufficient,,,,,
CMU_557,CMU,6.532098765,71.5,Female,,-0.25761897954457036,45.59259259,2.799130435,Insufficient,,,,,
CMU_562,CMU,4.972222221666667,88.0,Female,,-2.450608782520703,6.555555556,3.88,Poor,,,,,
CMU_564,CMU,6.78974359,90.75,Female,,-0.04746187476447823,49.07692308,3.601034483,Insufficient,,,,,
CMU_567,CMU,7.271969696666667,97.75,Female,,-0.14610740553379825,24.09090909,3.948275862,Adequate,,,,,
CMU_570,CMU,6.724691358333333,75.25,Female,,-0.050835595609443375,35.51851852,3.363703704,Insufficient,,,,,
CMU_571,CMU,7.25576923,87.25,Female,,-0.12095705445842066,40.42307692,3.625454545,Adequate,,,,,
CMU_314,CMU,6.353571428333334,84.25,Male,,-0.1608549183989095,34.67857143,2.79,Insufficient,,,,,
CMU_361,CMU,5.962121211666667,84.5,Male,,-0.26066019490379033,30.86363636,3.59,Poor,,,,,
CMU_383,CMU,6.863888888333333,89.25,Male,,-0.1140607440723013,55.41666667,3.77,Insufficient,,,,,
CMU_396,CMU,6.034920635000001,90.25,Male,,-0.7961752908238372,31.0952381,3.8,Insufficient,,,,,
CMU_419,CMU,5.666666666666667,89.75,Male,,-0.09479752660194256,25.07407407,3.56,Poor,,,,,
CMU_432,CMU,4.392156863333333,76.25,Male,,-1.324050658471056,42.29411765,3.21,Poor,,,,,
CMU_453,CMU,4.722222221666667,54.50000000000001,Male,,-1.6592582121174182,40.46666667,3.6,Poor,,,,,
CMU_479,CMU,6.8053571433333335,94.5,Male,,-0.23669887576844076,22.67857143,2.86,Insufficient,,,,,
CMU_563,CMU,7.129761905,100.0,Male,,-0.15409090889815477,67.89285714,4.0,Adequate,,,,,
CMU_577,CMU,6.562,95.25,Male,,-0.10457678822369638,52.8,3.78,Insufficient,,,,,
CMU_581,CMU,6.63271605,100.0,Male,,-0.35065484625900567,39.22222222,3.56,Insufficient,,,,,
CMU_586,CMU,7.118421053333334,100.0,Male,,-0.8746861095139438,28.52631579,3.8,Adequate,,,,,
CMU_609,CMU,7.024561403333333,94.75,Male,,-0.04823478140154133,25.68421053,3.77,Adequate,,,,,
CMU_613,CMU,6.473484848333333,100.0,Male,,-0.1683443635106696,44.18181818,4.0,Insufficient,,,,,
CMU_631,CMU,7.141666666666667,69.75,Male,,-0.5772519367776802,32.60714286,2.36,Adequate,,,,,
CMU_662,CMU,7.622839506666667,61.75000000000001,Male,,-0.39824289258201706,30.92592593,1.7,Adequate,,,,,
CMU_665,CMU,6.756410256666666,89.25,Male,,-0.0986242784713485,40.07692308,3.52,Insufficient,,,,,
CMU_670,CMU,6.885119048333333,88.25,Male,,-0.2543045427629373,44.32142857,3.0,Insufficient,,,,,
CMU_1,CMU,7.4206666666666665,97.5,Male,,-0.278527522383577,67.48,3.196295815,Adequate,,,,,
CMU_10,CMU,6.03015873,100.0,Male,,-0.16331864474028107,49.28571429,3.9230765,Insufficient,,,,,
CMU_12,CMU,6.175,89.23075,Male,,-0.09497453711898389,26.125,3.555172069,Insufficient,,,,,
CMU_13,CMU,6.746666666666667,88.333325,Male,,-0.7506683167193101,103.08,3.592856464,Insufficient,,,,,
CMU_28,CMU,7.320238095,95.96152500000001,Male,,-0.06697503635961637,48.60714286,3.744827034,Adequate,,,,,
CMU_38,CMU,7.220833333333333,97.5,Male,,-0.13776803847799873,72.05,3.883333,Adequate,,,,,
CMU_39,CMU,6.185119048333333,90.208325,Male,,-0.05293200157320968,25.78571429,3.466666182,Insufficient,,,,,
CMU_45,CMU,5.8160493833333335,94.16664999999999,Male,,-0.11959015294702333,53.07407407,3.96,Poor,,,,,
CMU_47,CMU,5.623214285,89.16665,Male,,-0.1195062194553539,84.96428571,3.8666665,Poor,,,,,
CMU_49,CMU,6.670833333333333,89.09089999999999,Male,,-2.524150982854637,68.5,3.396551241,Insufficient,,,,,
CMU_54,CMU,6.658730158333333,61.944425,Male,,-0.9039406153694017,76.38095238,3.082757931,Insufficient,,,,,
CMU_57,CMU,7.3125,75.961525,Male,,-0.05775060967959602,42.70833333,3.2,Adequate,,,,,
CMU_76,CMU,7.238888888333333,83.39285,Male,,-0.04361296748927396,41.7037037,3.686206552,Adequate,,,,,
CMU_88,CMU,7.273076923333333,80.833325,Male,,-0.5802501885399853,64.19230769,3.54074037,Adequate,,,,,
CMU_95,CMU,8.28076923,97.5,Male,,-0.0735044564318825,19.07692308,3.9041665,Optimal,,,,,
CMU_97,CMU,6.495679011666667,88.333325,Male,,-0.06025560126613787,25.62962963,3.693102931,Insufficient,,,,,
CMU_99,CMU,6.667307691666666,84.16665,Male,,-0.12156569990824144,47.5,3.590624313,Insufficient,,,,,
CMU_138,CMU,6.434615385,96.66665,Male,,-0.9141596046347987,22.38461538,3.7730765,Insufficient,,,,,
CMU_140,CMU,7.36547619,98.6111,Male,,-0.0682154523082894,23.07142857,3.803333,Adequate,,,,,
CMU_143,CMU,7.486666666666666,97.91665,Male,,-0.04192424953393561,36.7,3.986842105,Adequate,,,,,
CMU_156,CMU,5.778571428333334,86.0294,Male,,-0.9369893717487923,60.82142857,3.609374969,Poor,,,,,
CMU_159,CMU,4.797619048333333,72.96875,Male,,-0.3835457117963875,104.4285714,3.421428286,Poor,,,,,
CMU_205,CMU,7.921604938333333,94.16664999999999,Male,,-0.07043364787000947,49.88888889,3.7999995,Adequate,,,,,
CMU_320,CMU,7.004938271666666,90.75,Male,,-0.11648772688385273,26.51851852,3.335,Adequate,,,,,
CMU_370,CMU,6.106410256666666,97.5,Male,,-0.12392512192212211,71.07692308,3.315,Insufficient,,,,,
CMU_372,CMU,7.777272726666666,82.0,Male,,-0.19392411684890684,59.59090909,3.428333333,Adequate,,,,,
CMU_374,CMU,8.886904761666667,95.0,Male,,-0.025960948400148506,10.39285714,3.938,Optimal,,,,,
CMU_385,CMU,8.298148148333333,89.75,Male,,-0.14400250282383129,22.33333333,3.33,Optimal,,,,,
CMU_388,CMU,6.705357143333333,85.75,Male,,-0.03546041361880414,44.14285714,3.75862069,Insufficient,,,,,
CMU_391,CMU,6.6839506166666665,97.75,Male,,-0.05225110723833644,32.55555556,3.788181818,Insufficient,,,,,
CMU_392,CMU,5.989880951666667,94.25,Male,,-0.05063016081307542,57.32142857,3.720645161,Poor,,,,,
CMU_403,CMU,8.481410256666667,86.5,Male,,-0.05437622636538873,15.38461538,3.546363636,Optimal,,,,,
CMU_404,CMU,5.60617284,49.0,Male,,-0.6140704412720216,110.5925926,2.538947368,Poor,,,,,
CMU_411,CMU,5.606547618333334,50.0,Male,,-0.1605443972413697,33.17857143,3.03,Poor,,,,,
CMU_442,CMU,6.457738095,100.0,Male,,-0.023081656184412012,33.10714286,3.673448276,Insufficient,,,,,
CMU_445,CMU,6.620833333333334,92.75,Male,,-0.05213010701218197,68.46428571,3.348181818,Insufficient,,,,,
CMU_456,CMU,7.782738095,100.0,Male,,-0.038346138516657996,11.85714286,3.925454545,Adequate,,,,,
CMU_474,CMU,5.846913580000001,56.49999999999999,Male,,-0.5618139901177127,117.037037,3.092333333,Poor,,,,,
CMU_491,CMU,5.625,77.75,Male,,-0.29381323813354926,21.8125,3.40875,Poor,,,,,
CMU_502,CMU,7.718333333333334,71.75,Male,,-0.12223261314301562,37.6,3.3,Adequate,,,,,
CMU_505,CMU,7.68452381,100.0,Male,,-0.10164167533497598,20.03571429,4.0,Adequate,,,,,
CMU_512,CMU,7.270833333333333,83.25,Male,,-0.0288458568942609,20.8,3.295882353,Adequate,,,,,
CMU_516,CMU,7.517857143333333,88.5,Male,,-0.05761445628122958,29.75,3.625714286,Adequate,,,,,
CMU_524,CMU,6.531547618333334,96.75,Male,,-0.14005447175817937,40.82142857,3.875555556,Insufficient,,,,,
CMU_542,CMU,7.108333333333333,83.25,Male,,-0.0650078044444333,67.28571429,3.165,Adequate,,,,,
CMU_544,CMU,7.542666666666666,87.5,Male,,-0.0862237080265306,93.44,3.223703704,Adequate,,,,,
CMU_546,CMU,6.910256410000001,90.5,Male,,-0.05437328000846897,34.69230769,3.670689655,Insufficient,,,,,
CMU_549,CMU,6.724074073333333,86.5,Male,,-0.16109502452608196,63.96296296,3.324347826,Insufficient,,,,,
CMU_550,CMU,6.651785715,88.5,Male,,-0.11630316963906545,47.78571429,3.553214286,Insufficient,,,,,
CMU_552,CMU,7.153846153333333,79.75,Male,,-0.13423209132783814,45.57692308,3.713928571,Adequate,,,,,
CMU_561,CMU,7.421153846666667,74.25,Male,,-0.15582470614871094,25.15384615,3.5353125,Adequate,,,,,
CMU_569,CMU,6.466666666666667,92.75,Male,,-0.05576817824345026,41.1,3.1625,Insufficient,,,,,
CMU_10237,CMU,7.130952381666666,83.329166675,Female,,-0.05788024392458486,56.96428571,3.111,Adequate,,,,,
CMU_11002,CMU,6.192528735,98.810714275,Male,,-0.17637099308835913,29.79310345,3.904857143,Insufficient,,,,,
CMU_13486,CMU,6.699444445,90.279166675,Male,,-0.08254726741294088,76.0,3.277666667,Insufficient,,,,,
CMU_14279,CMU,7.122222221666666,93.054166675,Female,,-0.07363452459511183,48.3,3.777833333,Adequate,,,,,
CMU_14571,CMU,7.336904761666667,83.33749999999999,Male,,-0.12804167189385351,30.75,3.333428571,Adequate,,,,,
CMU_14737,CMU,5.1,94.445833325,Male,,-0.20079832349916493,49.30769231,3.666833333,Poor,,,,,
CMU_15134,CMU,5.849166666666666,88.8875,Female,,-0.14810686212860735,54.35,3.6666,Poor,,,,,
CMU_17308,CMU,6.875,92.860714275,Female,,-0.06036003999422185,21.63333333,3.761857143,Insufficient,,,,,
CMU_17932,CMU,6.922666666666667,95.833333325,Male,,-0.11970976232588944,36.12,3.833333333,Insufficient,,,,,
CMU_19245,CMU,4.652873563333333,98.6125,Male,,-0.5532644735430308,122.7931034,3.777666667,Poor,,,,,
CMU_19735,CMU,6.363888888333333,93.33500000000001,Male,,-0.11015341106236191,64.93333333,3.5555,Insufficient,,,,,
CMU_21090,CMU,7.085057471666667,98.6125,Female,,-0.18171521050319128,11.68965517,3.9445,Adequate,,,,,
CMU_21887,CMU,7.67816092,98.6125,Male,,-0.07783527554850593,72.24137931,3.611166667,Adequate,,,,,
CMU_21932,CMU,5.957222221666667,100.0,Male,,-0.1638083279661733,127.9,3.9445,Poor,,,,,
CMU_22138,CMU,7.13,97.91875,Male,,-0.1497744340169248,34.5,3.666714286,Adequate,,,,,
CMU_22408,CMU,6.398717948333333,97.220833325,Male,,-0.02366748049269954,18.38461538,3.777833333,Insufficient,,,,,
CMU_22688,CMU,6.5577777783333335,98.6125,Male,,-0.11293018806037838,68.43333333,3.888833333,Insufficient,,,,,
CMU_22842,CMU,6.755,70.833333325,Male,,-0.1733808172319472,97.36666667,3.3334,Insufficient,,,,,
CMU_23270,CMU,7.4839080466666665,97.61785714999999,Female,,-0.06107836732895634,18.65517241,3.9445,Adequate,,,,,
CMU_23518,CMU,6.202,86.1125,Female,,-0.17073202351560907,40.12,3.1336,Insufficient,,,,,
CMU_24883,CMU,6.661494253333333,97.225,Male,,-0.10574564588565842,38.65517241,4.0,Insufficient,,,,,
CMU_25197,CMU,6.299444445000001,97.220833325,Male,,-0.11265666401555453,13.8,3.9445,Insufficient,,,,,
CMU_25548,CMU,7.100574713333333,97.225,Male,,-0.05371404385784344,35.93103448,3.9445,Adequate,,,,,
CMU_26272,CMU,5.066666666666666,86.90357142500001,Female,,-0.7034837229624448,49.20833333,3.904857143,Poor,,,,,
CMU_26320,CMU,6.372777778333333,94.445833325,Female,,-0.0918993321988341,50.7,3.4445,Insufficient,,,,,
CMU_26858,CMU,6.629444445,91.666666675,Female,,-0.023562205140056875,25.6,3.5,Insufficient,,,,,
CMU_27306,CMU,6.23508772,86.67,Female,,-0.1954974044925677,44.78947368,3.0666,Insufficient,,,,,
CMU_28327,CMU,5.544444445,91.666666675,Female,,-0.5812309396835039,39.83333333,3.833333333,Poor,,,,,
CMU_28653,CMU,6.893678161666667,93.05833332499999,Male,,-0.1270209103526841,54.44827586,3.888833333,Insufficient,,,,,
CMU_29257,CMU,6.165517241666667,95.239285725,Male,,-0.08313055658804662,18.55172414,3.619142857,Insufficient,,,,,
CMU_29885,CMU,6.556896551666667,87.504166675,Male,,-0.043450509745345124,29.86206897,3.111166667,Insufficient,,,,,
CMU_30152,CMU,5.401587301666667,93.33500000000001,Female,,-0.6467839649170055,64.38095238,3.389,Poor,,,,,
CMU_30453,CMU,4.710416666666666,90.275,Female,,-2.581015744465743,100.875,3.222,Poor,,,,,
CMU_31294,CMU,6.860714285,97.220833325,Female,,-0.011526063980917144,7.178571429,3.9445,Insufficient,,,,,
CMU_33657,CMU,5.886111111666667,76.3875,Female,,-0.06386108422899484,82.13333333,3.4002,Poor,,,,,
CMU_33740,CMU,6.993137255,88.335,Female,,-1.0659032277615652,86.47058824,3.428428571,Insufficient,,,,,
CMU_33785,CMU,6.882183908333333,86.1125,Male,,-0.06696701121705886,54.17241379,3.555666667,Insufficient,,,,,
CMU_34062,CMU,6.25,88.891666675,Female,,-0.2106366531059116,79.08,3.5,Insufficient,,,,,
CMU_34467,CMU,6.846296296666667,98.810714275,Female,,-0.11974786943896865,37.77777778,4.0,Insufficient,,,,,
CMU_35344,CMU,6.739655171666667,95.833333325,Female,,-0.11845961472513819,33.55172414,4.0,Insufficient,,,,,
CMU_35416,CMU,6.186538461666667,79.166666675,Male,,-0.3086611317451026,37.84615385,3.722333333,Insufficient,,,,,
CMU_35824,CMU,6.598850575,87.5,Male,,-0.20333354320679192,92.68965517,3.388833333,Insufficient,,,,,
CMU_36038,CMU,6.149358975,91.66785715,Male,,-0.11027919927582702,48.96153846,3.4445,Insufficient,,,,,
CMU_36117,CMU,6.8942528733333335,94.445833325,Male,,-0.050992884018873884,29.44827586,3.571428571,Insufficient,,,,,
CMU_36501,CMU,7.314666666666667,90.283333325,Male,,-0.047878060710463737,22.92,3.555666667,Adequate,,,,,
CMU_36552,CMU,6.489444445,91.666666675,Female,,-0.07336998712403034,32.3,3.714428571,Insufficient,,,,,
CMU_36574,CMU,8.055555555,96.67,Male,,-0.07657589382827691,26.29166667,3.714285714,Optimal,,,,,
CMU_36875,CMU,6.786111111666667,93.05833332499999,Female,,-0.48709994275157326,26.625,3.4445,Insufficient,,,,,
CMU_37404,CMU,6.39469697,95.833333325,Female,,-0.08957904454141977,25.27272727,3.833333333,Insufficient,,,,,
CMU_38293,CMU,5.6919540233333334,73.6125,Female,,-0.12900354826593008,22.5862069,3.5555,Poor,,,,,
CMU_38610,CMU,6.321111111666666,91.666666675,Female,,-0.16414053323744793,28.23333333,3.888833333,Insufficient,,,,,
CMU_38815,CMU,5.551234568333333,90.279166675,Male,,-0.16411426207777474,75.44444444,3.778,Poor,,,,,
CMU_39146,CMU,7.041666666666667,92.860714275,Female,,-0.0222114795629189,6.464285714,3.761857143,Adequate,,,,,
CMU_42137,CMU,5.991666666666666,91.66785715,Female,,-0.03301436470834895,40.25,3.555666667,Poor,,,,,
CMU_43794,CMU,5.877160493333333,97.225,Female,,-0.6518983439138833,34.44444444,3.889,Poor,,,,,
CMU_44872,CMU,5.302380951666667,95.83749999999999,Female,,-0.23242748274685654,49.42857143,3.9445,Poor,,,,,
CMU_44873,CMU,6.071264368333333,94.45,Male,,-0.13164531409610997,25.24137931,3.333333333,Insufficient,,,,,
CMU_44927,CMU,6.4,95.239285725,Female,,-0.08001679164541137,16.13333333,3.809714286,Insufficient,,,,,
CMU_45963,CMU,6.283974358333333,98.810714275,Female,,-0.4497068129082645,27.23076923,3.666714286,Insufficient,,,,,
CMU_46365,CMU,6.640123456666667,100.0,Male,,-0.05588082023134765,47.2962963,4.0,Insufficient,,,,,
CMU_46418,CMU,6.262280701666667,96.875,Male,,-0.13368698714406754,33.52631579,3.666571429,Insufficient,,,,,
CMU_47024,CMU,6.508730158333334,91.666666675,Female,,-0.40683454067388186,48.66666667,3.889,Insufficient,,,,,
CMU_47142,CMU,6.794642856666667,95.833333325,Female,,-0.1156292842201665,55.82142857,3.761857143,Insufficient,,,,,
CMU_47810,CMU,7.288888888333333,90.279166675,Female,,-0.04544639428241444,47.37037037,3.619142857,Adequate,,,,,
CMU_48154,CMU,7.705555555,90.478571425,Female,,-0.038778092134125884,20.25925926,3.571571429,Adequate,,,,,
CMU_49086,CMU,7.745555555,97.225,Female,,-0.08842057635163639,35.4,3.777833333,Adequate,,,,,
CMU_49497,CMU,5.8080459766666666,94.445833325,Female,,-0.0813428823876517,47.06896552,3.722166667,Poor,,,,,
CMU_49539,CMU,6.5125,90.275,Male,,-0.14700168339606515,31.625,3.1665,Insufficient,,,,,
CMU_49790,CMU,5.8557471266666665,87.5,Female,,-0.07698761393121663,120.862069,3.611333333,Poor,,,,,
CMU_50766,CMU,6.917948718333333,100.0,Male,,-0.12133622138652737,48.92307692,3.833333333,Insufficient,,,,,
CMU_51437,CMU,5.6801587300000005,94.05,Female,,-0.2598986203406681,26.28571429,3.714428571,Poor,,,,,
CMU_51475,CMU,5.279761905,94.44166667500001,Female,,-1.242870107687908,26.78571429,3.666666667,Poor,,,,,
CMU_52302,CMU,7.167222221666666,90.283333325,Male,,-0.08409102800183166,44.76666667,3.7334,Adequate,,,,,
CMU_57359,CMU,7.445402298333334,100.0,Female,,-0.038660476442305185,77.34482759,3.857142857,Adequate,,,,,
CMU_57443,CMU,6.697619048333333,90.279166675,Female,,-0.24052162371195096,12.85714286,3.277833333,Insufficient,,,,,
CMU_59097,CMU,7.423888888333334,93.33500000000001,Male,,-0.03944363734229933,66.6,3.722166667,Adequate,,,,,
CMU_59207,CMU,8.022619048333333,88.891666675,Male,,-0.15387400669963522,23.57142857,3.389,Optimal,,,,,
CMU_62246,CMU,7.286666666666666,95.83749999999999,Male,,-0.08083662413075567,50.5,3.777833333,Adequate,,,,,
